rating_group,count,mean_rating,mean_char_entropy,mean_word_entropy,mean_gzip_ratio
ruim,353,5.347875354107648,4.074077988668555,8.350622487252124,0.30586943059490085
medio,793,6.783732660781841,4.081373407313998,8.379160679697351,0.3116942181588903
bom,158,7.864556962025316,4.086679784810127,8.429100405063291,0.3197742151898734
